CfgID,CruiseSpeed,ENominal,EReserve,GUID,MaxTakeoffMass,Range,RotorRadius,tNominal,tReserve,Vehicle
TestMissions,36.5783226998,17393.3838706,22624.0443718,36805efe-6abc-451e-ac5b-03064e72e854,5662.74606962,124777.825922,7.11162776192,3591.2506182,4791.2506182,1.0
TestMissions,77.3332228807,4427.68535663,6287.5092794,70638cb7-f6b1-4d1d-964d-121b4b337b4f,7234.69687827,91825.1239859,6.14018015378,1367.39554056,2567.39554056,1.0
TestMissions,68.1001996617,11087.7892155,15661.2274143,7e2f5b53-00f1-427d-b235-2e433b707e89,7043.57209593,102116.029854,8.80319752191,1679.49677623,2879.49677623,1.0
TestMissions,69.9446820601,1678.50288587,7110.55806608,ed59495e-1641-4988-86ea-0f4fc30fce23,9454.59264711,12688.5300844,9.76764543847,361.408074362,1561.40807436,1.0
TestMissions,46.5113862804,15043.8801342,18473.4418186,8f34e9bd-ade3-482a-b282-26d0a988a355,7238.84360273,186089.212708,6.2464783415,4180.93885798,5380.93885798,1.0
TestMissions,78.3407402761,140.827725193,173.702437363,e0464be8-999a-460c-b9d7-5c264a0e1956,5347.53317299,115769.803024,4.29692481224,1657.7726457,2857.7726457,0.0
TestMissions,32.3810292569,51.9952553386,97.1082729758,98541c21-39b7-4c2e-8edd-6938cde41ec8,2752.4225625,85893.9515074,5.34359272864,2832.6010284,4032.6010284,0.0
TestMissions,61.8363356494,145.319531672,189.22493549,9453f6bf-27dd-43b2-8dec-c3715a383d1d,9526.37429854,160777.104905,5.045120794,2780.04256748,3980.04256748,0.0
TestMissions,65.2563941727,83.5366886587,93.0420921889,57984f0c-f420-4ca4-a9f6-925f00593c35,1271.20638141,128458.768506,1.34276511748,2148.52385325,3348.52385325,0.0
TestMissions,77.0205136905,424.435207401,589.971886247,dfb0f52f-f2e7-4134-958f-8d874223521f,9172.45928973,109645.942962,3.41999865354,1603.59402331,2803.59402331,1.0
TestMissions,48.8989943388,39.7204037377,69.7053371362,b62b3062-a81e-4aad-81b3-2e54fbcd527c,5515.6874978,44198.4041298,4.02020393844,1083.87143391,2283.87143391,0.0
TestMissions,58.888158609,181.945731003,416.804377056,ab61f4e1-338c-4371-94cc-d6b0b6901301,2700.16917572,39236.7279111,7.00025738174,846.292321545,2046.29232154,1.0
TestMissions,31.13637731,2188.60155175,2864.37993866,2d7e500b-0f89-486e-aedc-d187c677721b,3468.94539571,126770.659023,9.62057545188,4251.46463316,5451.46463316,1.0
TestMissions,74.4903015958,214.39779581,287.475073155,5d2312b1-8ebb-402d-b8cc-7dd0ff9e389e,5269.09991708,165276.026354,7.00814256399,2398.75899027,3598.75899027,0.0
TestMissions,45.5351687617,752.490007061,1130.4710385,ad235626-9fde-45bd-8fca-ed24d56c636a,2591.60626676,98170.5610015,7.86731832123,2335.92834442,3535.92834442,1.0
TestMissions,55.4601514269,175.239452154,298.240869973,f1ea97ef-f9a0-4acc-b283-d795b44ec2ac,827.974777497,131154.725204,9.36504468118,2544.84614321,3744.84614321,0.0
TestMissions,37.4243410743,57.0374774277,92.6346004486,97c14d84-fd7c-4a10-a665-45261d05acf4,8008.97082679,117426.655873,4.42202813165,3317.7080398,4517.7080398,0.0
TestMissions,75.5465132061,160.408369474,176.360837906,80efca77-31cb-45b7-bce2-bb43f60fdcfa,5503.39437375,163159.480498,2.14749984012,2339.72218403,3539.72218403,0.0
TestMissions,44.1530681832,143.137920743,247.1814832,e5e37b57-9102-4774-853a-a791daa7751b,2841.00317534,154082.461742,8.54692105382,3669.73396601,4869.73396601,0.0
TestMissions,33.6308484351,2770.5650176,3601.68035855,94abaaa3-98f8-41cc-a7aa-15eebf545700,6578.55730665,136898.199331,8.30291317517,4250.61390662,5450.61390662,1.0
TestMissions,31.5281153625,951.065556877,1488.11645923,992159a2-6fa4-4a47-b31c-18ebae4b6c7c,9918.24156274,68683.1294354,6.52684863907,2358.47240933,3558.47240933,1.0
TestMissions,76.3470313436,193.840131757,213.180550088,da30514d-9792-4d28-bce7-cba6804ca0fc,8826.63153664,178051.210042,1.5460950925,2512.13010262,3712.13010262,0.0
TestMissions,74.4293893969,241.805276933,349.834186234,b0ab75b2-7bb2-41fa-95de-ada2b02543a9,7748.73470511,98745.6965172,6.18856238735,1506.70303112,2706.70303112,1.0
TestMissions,51.8519762011,123.098623964,246.615306133,15e977f5-73a9-45d9-80d8-8f58190fddb6,1461.93956289,15912.5583299,9.38026811336,486.884317546,1686.88431755,0.0
TestMissions,51.5082665246,5350.47893372,6771.96264843,6df9e8d4-8ca4-49f9-9b8b-785970e8185d,9928.50189391,193076.273592,9.26437278356,3928.45217321,5128.45217321,1.0
TestMissions,40.5092969654,54.1653324852,72.3307014952,3383dfa3-0f6e-4d3c-a348-86d3a4828d0c,6292.63728904,152355.331102,2.46914715172,3940.99667276,5140.99667276,0.0
TestMissions,69.4401865259,272.930507894,375.223238098,f0aabca0-a8ff-4420-93b9-ff71c94db253,3143.99292451,127350.269349,5.23229166987,2013.95632587,3213.95632587,1.0
TestMissions,54.0221626296,256.919549343,347.510083376,150b96fb-aa9b-4b0f-9277-85c8915969be,6260.93873152,141474.969783,4.16570794361,2798.83202923,3998.83202923,1.0
TestMissions,40.2016647701,56.1894163251,78.3722454423,87bce729-14e1-4a7c-b3b3-15cb853c2e91,9856.78389791,132509.31062,2.62045429861,3476.11500861,4676.11500861,0.0
TestMissions,79.6992580176,462.670446413,599.211119668,aa488d17-34fe-4af8-a71d-415841f9e622,3391.11641253,155271.012706,7.78055442321,2128.21152127,3328.21152127,1.0
TestMissions,67.139904316,110.423612478,127.168813073,6bd9947d-bd92-4db0-927f-9ba0983ffebb,6977.81164851,132871.414055,1.31607436509,2159.02298803,3359.02298803,0.0
TestMissions,41.2029355185,893.542933439,1108.7922356,5c45486b-c85b-4772-bf50-874ef08de79c,9695.50028061,197573.366354,6.22113123637,4975.12840208,6175.12840208,1.0
TestMissions,68.0781358978,197.121045119,253.342183774,4aac01e9-f72f-4a34-a04a-792c7b244bdc,6560.15489702,152971.076127,3.56035374479,2426.99272549,3626.99272549,1.0
TestMissions,57.7530128238,287.813886974,652.81351455,6644068a-85e1-463c-a24a-3a53cc3643cb,6468.50693431,39649.5894658,9.41944467831,866.537161044,2066.53716104,1.0
TestMissions,37.4834787198,234.97807862,304.577651345,8bfa4fd4-ed77-4124-8e46-7997fd17a6d4,7294.01479884,145803.814491,3.02290198953,4069.81544592,5269.81544592,1.0
TestMissions,59.3976158317,30.4065563752,71.5423985928,9bf24ef9-e727-420a-98a8-1108b16d8cbd,6036.54180925,27529.7427265,2.01911981313,643.482285291,1843.48228529,1.0
TestMissions,64.4662234597,245.17777586,513.768054911,86aebe41-d763-4020-94b0-97bc22dba157,9935.65868902,44953.395037,8.46993394433,877.317023156,2077.31702316,1.0
TestMissions,68.4167860477,109.493810203,194.446443841,59228410-fe0a-467f-888e-4333ccf9a28e,2381.62505691,44324.912921,7.66364232769,827.866049862,2027.86604986,0.0
TestMissions,53.7859037384,177.458694882,317.097675258,70a54e8b-6b9a-4806-8ec5-5a3221c3d511,3522.01549994,99661.1024303,9.98900037251,2032.92233658,3232.92233658,0.0
TestMissions,39.3166886623,65.6494205464,104.850581412,b5729739-094c-463b-b4af-56091612f36f,9166.88630092,122626.771813,4.6804152065,3298.94963654,4498.94963654,0.0
TestMissions,64.2609733627,285.077836982,503.534916579,1dcc6c53-9c45-44d4-8b00-b93b45918ae5,5358.72792557,65396.5476122,8.40909122794,1197.67128928,2397.67128928,1.0
TestMissions,40.3238976624,193.566185352,251.709839223,1a7ced9a-483e-4820-b375-492b0e1d32a8,3238.50497374,152827.369897,3.43782551162,3969.99498453,5169.99498453,1.0
TestMissions,32.2443240513,125.639403771,249.065766387,3bd6fd1b-545e-464d-965d-869d830275f0,7699.62908355,55709.9484003,9.30816061253,1907.74434073,3107.74434073,0.0
TestMissions,41.4875962961,1185.74812288,1484.67257445,8d7aac46-3cbe-4f61-a4a4-0f7e53f2a0fb,6673.57522693,189729.049475,7.73235003541,4753.15116839,5953.15116839,1.0
TestMissions,63.0185793768,149.934336715,218.464714088,2d4e976d-70b0-498c-8dcc-cc1f39f6fe73,4287.71887081,140709.468263,6.77572326017,2412.82513911,3612.82513911,0.0
TestMissions,58.2669856503,89.4021589627,165.353014386,2ab20f07-b047-4082-b8f2-f140d78f779c,3562.95883319,38868.6042852,7.18944870046,847.077657294,2047.07765729,0.0
TestMissions,59.1076919571,318.543633795,435.981221513,d2dd2fc8-c790-4e29-8393-8c536dc7d122,2478.86165654,137079.675802,4.1290185309,2499.15121811,3699.15121811,1.0
TestMissions,65.8016855892,89.0276060764,114.483583121,5f134646-8f01-4c60-9a90-2b786204e732,4675.8573903,102318.636435,3.59968211459,1734.95464164,2934.95464164,0.0
TestMissions,79.7860506144,80.0692086861,134.983376403,e2cdcada-9f03-4e65-b13b-dee66eaab527,7486.16843364,46054.1644163,3.0756852432,757.220755528,1957.22075553,1.0
TestMissions,63.7964911518,63.7667396869,104.436606027,f39ef5f2-07b5-4caa-ab8c-a39993dc165b,6608.99661931,45370.0025305,4.90250830012,891.16767884,2091.16767884,0.0
TestMissions,38.4998806946,199.175643483,322.263940537,8ed933c1-253e-4dbd-bda2-f85a015be522,7676.3960278,71501.9656737,4.40639291088,2037.19966877,3237.19966877,1.0
TestMissions,69.7449013521,312.061428803,646.690256294,1374e6be-fc59-4cf5-b1e6-f1cf13fad6e5,5848.38191492,45502.5436001,9.7929695822,832.413907224,2032.41390722,1.0
TestMissions,51.7677462661,133.577764537,224.539959715,b94b93ba-0090-4821-91a4-6d76eac20bd3,2536.90262724,121461.993313,7.95214452119,2526.28706239,3726.28706239,0.0
TestMissions,49.1912758235,178.400729242,228.51763768,3ff02653-f890-41f5-9f6a-0cd8c3b4e6d4,729.925344139,178913.792443,2.14845388152,3817.10412971,5017.10412971,1.0
TestMissions,70.7246962164,125.930899422,658.570218486,1ba1b58b-c153-4d62-b70e-983dbf4d4bc3,7650.49016106,10777.6453859,8.49562752511,332.388712324,1532.38871232,1.0
TestMissions,36.7236031882,1394.42862394,2056.17381606,6d18d573-7acb-4658-a78b-e433cd406224,740.502286555,91786.2689182,7.2948177387,2679.38080552,3879.38080552,1.0
TestMissions,38.804293013,1056.79383372,1350.92794485,afb21d1b-f926-41f0-ad6c-a82435d286cb,6372.27133562,162048.419508,4.8318775387,4356.04360048,5556.04360048,1.0
TestMissions,73.9014510947,2042.11009722,2663.2967645,dc415024-5a15-45a4-8ef0-71b14ba4a4e2,8609.87620576,160189.942228,9.44146863546,2347.61565376,3547.61565376,1.0
TestMissions,38.9391658841,151.211223538,275.319583655,e8b19c82-2c31-49b7-9f4f-38739ae26c7c,7059.98462384,52450.8733568,2.94290831069,1526.99529807,2726.99529807,1.0
TestMissions,49.8973034722,253.847636935,366.503796087,7554ac36-7f00-45f3-9773-22724afca753,2079.88517304,111480.282302,3.24814685052,2414.19452644,3614.19452644,1.0
TestMissions,50.3597289379,202.203390669,263.427978567,28319b62-b5b6-47a7-9727-d63d7d6b9c78,1764.33058017,159359.928032,2.35870797683,3344.43180678,4544.43180678,1.0
TestMissions,50.6476380025,168.634134768,271.455779697,d822560e-6094-4b63-aabc-29670ead9407,2683.23541807,185684.412715,8.49459750464,3846.20083459,5046.20083459,0.0
TestMissions,75.7462309086,848.545006467,1450.42118625,504a67ff-001f-4e65-a01a-406352af25e0,950.125369775,101650.796511,9.78840870891,1521.99147986,2721.99147986,1.0
TestMissions,71.0461951649,545.481264832,946.267394352,46c73b90-722a-49bb-b1f2-c2ffd1dbb1d4,4284.89286686,67770.0302231,7.57885722116,1133.8868347,2333.8868347,1.0
TestMissions,47.3177323112,851.891325045,1676.77194965,5a0706e9-5972-4f6f-bbed-1b1a3250b1c9,2860.02232395,51165.0375954,8.96911937528,1261.30789656,2461.30789656,1.0
TestMissions,63.3870259356,452.790529195,1101.18963424,c7f8cde6-b7e0-43b7-998a-7cb508f6717e,523.599806727,50498.7190723,9.24513983571,976.672794266,2176.67279427,1.0
TestMissions,32.0042939443,60.3884987408,79.9614619547,4efd8d82-d22e-431c-8298-5e9149f4c3ff,7787.3586789,147278.496562,1.12492776661,4781.83551678,5981.83551678,0.0
TestMissions,55.6041849358,32.4922275315,53.8713023759,7262b230-c942-4506-a14b-d57696ee469a,8352.85701659,36589.1345813,2.73839523966,838.028431196,2038.0284312,0.0
TestMissions,38.5718325709,49.5736587574,65.508580995,5d6e371b-b32a-4b87-af89-b5773e907e0f,6481.35168063,149347.50134,1.83968016087,4051.93170213,5251.93170213,0.0
TestMissions,74.9420747059,188.772490459,263.626514966,823ab8d0-6c52-435c-8522-0c02ab3845b1,871.353621336,146907.816222,7.16865877346,2140.28488401,3340.28488401,0.0
TestMissions,39.4700627981,81.558259247,127.472712565,c1e09afa-5490-40d3-83d5-335ec60d07e7,4594.58132139,171241.863302,5.35532895773,4518.52523057,5718.52523057,0.0
TestMissions,31.3375283479,80.9855074754,163.660567787,7afa2474-0ed8-4ca0-9db6-bd0609bc4241,7136.06053429,35903.3637191,7.47750661711,1325.69864351,2525.69864351,0.0
TestMissions,50.457653464,138.775912581,277.760687053,11e91c6e-10e1-4ab7-9df6-95334bf85c53,9090.37024708,17621.3597129,9.90380150961,529.230661816,1729.23066182,0.0
TestMissions,64.6576152555,87.236586685,103.985753795,696d4adc-bfe0-475a-a740-0af9fe770c0b,1926.62726605,123303.451471,2.68738977126,2087.02133049,3287.02133049,0.0
TestMissions,71.1502752148,97.5930463578,120.172453883,bb583a06-9abe-4d83-aabc-6c6407133892,7370.20086798,96480.2315685,3.04939837438,1536.00644238,2736.00644238,0.0
TestMissions,37.1181947755,2035.91863719,2506.50071635,79efe871-c909-4e0f-ba10-ee4554830a08,1195.6873109,194132.55205,9.34546541171,5410.11836172,6610.11836172,1.0
TestMissions,47.6839928066,101.899157926,153.718267835,d32d7225-9385-43ee-ab50-733191235d53,4551.45453537,157714.820402,5.76011800651,3487.50029767,4687.50029767,0.0
TestMissions,51.6004822234,215.818319438,454.130615761,0c39d7df-209c-458d-9840-d637a93071e1,4833.65173925,44958.9656634,6.14501488156,1051.28964161,2251.28964161,1.0
TestMissions,34.9495594016,57.8825386144,109.589035185,d136624d-b946-46e9-988a-30a77cf0bbc3,412.41082054,72312.4510924,5.83177210491,2249.05186591,3449.05186591,0.0
TestMissions,72.0801561783,212.990692413,578.682539249,334974b4-dbb2-4372-9607-348c8eb38717,2223.85575134,30531.6437482,3.04595153109,603.579045427,1803.57904543,1.0
TestMissions,71.9366823309,1368.97964107,2069.10144525,d96f685a-9c03-486f-98cd-11e756ce2668,7302.69809768,96129.423273,4.19238003533,1516.30604245,2716.30604245,1.0
TestMissions,37.3938401175,128.847637688,245.897553639,6f2c3f5a-feb7-4103-9671-2d34eb6001a7,2551.45997851,87941.0525312,9.10597417626,2531.752381,3731.752381,0.0
TestMissions,79.7587784551,248.574823973,314.563411684,de4ea48f-57b5-42ef-b48f-f9ff484d961f,1349.78108245,196085.956856,3.19819094357,2638.4874625,3838.4874625,1.0
TestMissions,63.3560105645,157.555312334,259.279301204,716c05aa-54d8-40e4-bfd0-0e5245a15b50,7861.79045375,92439.0725417,8.37676660306,1639.0418765,2839.0418765,0.0
TestMissions,70.4501742396,43.4859014359,55.0134650226,495a6d18-1316-4865-a8ff-793caee37921,1422.78495901,52701.1985851,1.83237436057,928.063424313,2128.06342431,0.0
TestMissions,48.5838477051,35.6771285441,68.9139698892,fd6ff25a-2611-4432-ac58-b0dfb642c7a0,733.852711944,26416.6611687,4.47462166641,723.733409693,1923.73340969,0.0
TestMissions,65.4626772027,17.3212572798,27.549592747,4a444870-7971-4b12-a258-d90ba4b880eb,855.410912983,22007.4023626,1.60176358747,516.182437123,1716.18243712,0.0
TestMissions,39.336664513,47.2958877254,112.450129896,e7dabc84-2bb2-40d8-9e86-30fcd02d828a,876.582393379,31780.1099113,1.37608857939,987.900474145,2187.90047414,1.0
TestMissions,61.0845407862,134.279167227,367.061238995,74882672-dc11-4c38-b36f-f329b00116e6,1074.36115923,32934.4113112,3.15777722512,719.161150879,1919.16115088,1.0
TestMissions,64.6764996153,2313.76059349,3959.38453198,f86ee43e-25f7-4c32-82ca-0daa13d24fd8,1404.08654502,81703.8867373,8.68497729785,1443.27007836,2643.27007836,1.0
TestMissions,61.2628436877,34.3663798262,61.5928916042,5fe083a0-277b-457a-847a-892e4d716da9,9251.48539038,23907.1822797,3.48325969386,570.239512903,1770.2395129,0.0
TestMissions,63.9018027274,158.567729547,187.181865566,aacab5a8-13ea-4f2d-9ac6-ba962194f52b,8535.5463275,193206.073395,3.70203418503,3203.48392609,4403.48392609,0.0
TestMissions,52.8715910422,89.7527222765,110.260326498,4e6df5f0-a8b9-4351-838d-1f0234412ae6,9839.83719204,148936.080276,2.06062634547,2996.93963319,4196.93963319,0.0
TestMissions,47.0800435448,138.095193344,268.539662884,7d871673-eeea-4798-b7bf-eaac350af342,6147.22323151,41480.7736128,9.60732666178,1061.06914288,2261.06914288,0.0
TestMissions,67.7400486597,577.817052307,785.531103236,5e46154e-8699-41fd-a0d4-d8598baa48bf,6396.92767552,138348.104806,7.32829382821,2222.33843263,3422.33843263,1.0
TestMissions,55.0345571485,48.0458107757,62.5496848385,edc57bbc-0fe3-4b49-bd89-2fdf93665248,1355.38753255,89909.7537958,2.384753617,1813.69632562,3013.69632562,0.0
TestMissions,57.4218617268,80.9590272801,117.341412441,ef18e5c6-fa68-43e0-88ae-f4db0de9738a,9160.0853263,90423.3270775,4.43582216218,1754.71952943,2954.71952943,0.0
TestMissions,36.7040586692,118.459316028,232.758371488,2d93aae2-1ddc-4c02-b6bf-ac707b3cffa4,2127.18783774,54305.2219124,8.99561783358,1659.54269586,2859.54269586,0.0
TestMissions,36.9336109543,1228.02573922,2204.36259787,2b2d43fb-3ffd-4ea2-87b6-3530b956aca8,6835.30108906,54468.726443,8.1310576475,1654.77392639,2854.77392639,1.0
TestMissions,70.3563273741,199.201211154,311.049647465,080d5927-0522-43f6-bf45-73f24ddaa1dd,911.563559557,111674.676121,3.59529198278,1767.27267738,2967.27267738,1.0
TestMissions,70.5024424562,238.746953312,348.936609546,e20e08cf-ce80-48d4-966d-f5ff09542c89,429.472660056,188112.429055,8.83769165134,2848.16896693,4048.16896693,0.0
TestMissions,76.6545349581,177.244014632,358.359465703,8867a29e-8718-4d47-a7db-7ebdb01da1a2,7673.77498428,39652.7473416,2.03579793314,697.29160399,1897.29160399,1.0
TestMissions,42.6522400823,49.8467114242,102.171608629,96019491-7f99-4794-8ae0-ce5d22c104a4,7508.83720983,17505.4221913,5.71745659073,590.422105792,1790.42210579,0.0
TestMissions,64.6330903508,142.089117388,215.128621273,a6562b50-6357-492b-ab87-69fa97de9b96,6972.35574267,109095.098697,6.97435557978,1867.91400976,3067.91400976,0.0
TestMissions,62.2960828063,130.418365393,260.556766622,59acbe2e-50d4-4a82-a5d6-9ae26a1bc82a,6055.01799497,12256.3488461,9.59633121988,376.743491628,1576.74349163,0.0
TestMissions,58.0355495911,164.541876519,261.942793627,562a2adc-d4cf-4894-bc30-c34580ad0bf2,9021.05432671,82953.3720385,4.25596754676,1609.35446675,2809.35446675,1.0
TestMissions,35.53483914,30.7440358205,51.6901532082,4a69d584-97ce-4dd9-852d-f03cdc89cd4d,8513.72610794,73190.9817774,2.63101868268,2239.69644295,3439.69644295,0.0
TestMissions,70.732975492,301.989689937,531.779313332,b4c15f3a-e346-4122-951b-1139dbff5259,5084.61911157,63795.5601629,8.91272690573,1081.92105901,2281.92105901,1.0
TestMissions,76.3471747644,189.597431032,242.186947249,4b89747d-2127-4715-bd9c-f1b575679ea6,4816.84540212,154266.727025,5.80451812734,2200.59509734,3400.59509734,0.0
TestMissions,79.0828343022,439.905947832,549.975567794,db564df9-f968-4873-a832-14fdb3ed4240,3381.57383327,177529.325727,5.35138666373,2424.85284693,3624.85284693,1.0
TestMissions,37.7075577926,43.0558059737,73.4201752145,f0bba9e4-56bf-4ac6-a88d-f834e1e36707,7449.76648743,82132.0583099,3.95652001572,2358.13253146,3558.13253146,0.0
TestMissions,31.9640713776,66.8727992197,204.571166232,ce11f7bd-70d6-4d13-a8da-96124ca8e576,1253.528018,17893.6137728,4.84365047869,739.803961187,1939.80396119,1.0
TestMissions,57.3553968829,157.50411331,243.671160985,ca68eda2-0e13-4bf1-9ed6-0f2cbaa4d029,3307.71734745,153715.416839,7.7110786921,2860.05148937,4060.05148937,0.0
TestMissions,41.3708441013,107.603122255,210.974865885,190032c8-6f68-4685-83cc-9d2a63f8e84f,6272.3798297,41554.2761566,8.47375432537,1184.43384851,2384.43384851,0.0
TestMissions,40.3361890947,148.549965621,288.457751717,74fa3a8f-f771-4350-9323-9b40be50bf06,5822.64290812,60294.1714687,9.97596126167,1674.79097609,2874.79097609,0.0
TestMissions,30.1990494974,46.9892170333,78.4819613566,8fe8f516-b33a-4c62-bd80-bd2724f5bdb2,8306.73707737,131815.321173,4.01997627457,4544.88311276,5744.88311276,0.0
TestMissions,75.6606444039,281.362632673,330.425763821,5ed7e3d6-9d69-41ec-a505-9e2782b8c1a9,7992.87694132,191623.42549,2.16983361815,2712.66975188,3912.66975188,1.0
TestMissions,32.7948699403,1621.23552349,2098.27934612,6afffd93-d7bc-4b8b-8719-4be7a98847ff,8726.87615958,139824.649999,9.42104932036,4443.61349363,5643.61349363,1.0
TestMissions,61.0951875142,183.659436077,257.135094931,4f8a6b3c-10c6-4e29-b09b-62cbac6e1ee4,5111.35870616,194791.956633,7.03241062768,3368.33552295,4568.33552295,0.0
TestMissions,40.8424995602,308.861326308,581.282329648,2e5e5d8c-05d5-4e19-b8e2-88a69d351639,360.634890173,54615.7603777,6.55797632016,1517.22864579,2717.22864579,1.0
TestMissions,44.5357894159,127.203864586,163.771048789,75847383-c063-4b29-b9de-14bdb99cd502,4055.88185349,157907.651026,1.85188884795,3725.63493983,4925.63493983,1.0
TestMissions,57.0706755268,120.661224889,172.678512455,4d825878-f867-45b3-b7fd-a06933b4c410,263.080403388,155170.304611,3.27162734771,2898.91480483,4098.91480483,1.0
TestMissions,55.4418880348,1052.11355504,1403.94673272,fdcc1bcc-3c9b-4c13-8919-453df4455f47,3800.76382307,156337.244688,8.10375655276,2999.83984004,4199.83984004,1.0
TestMissions,43.5064801603,446.566248521,584.734374551,d0a03d20-c8fd-4621-a552-a2161c9f9680,8743.48776752,155640.534709,4.38795007542,3757.41040267,4957.41040267,1.0
TestMissions,33.6857149827,932.912143039,1213.82298225,97a03171-760c-4891-9547-b7ca6111b342,7078.1234048,137703.416838,6.067180647,4267.88760782,5467.88760782,1.0
TestMissions,45.0645158572,62.3129161567,84.8156634174,2bfbf504-2174-4485-a53d-3f7d7dad2fc9,2238.8899261,151818.139888,3.39541000146,3548.90648885,4748.90648885,0.0
TestMissions,46.8633176391,3289.52137484,4480.30104957,9e6e892c-67d8-4b9a-9786-cd1b84040aee,9667.90537788,137464.151355,9.90631296847,3113.29961003,4313.29961003,1.0
TestMissions,73.3876704084,180.327814314,237.833849855,f671526e-4c3e-40e6-9f10-1c039633317f,9397.07587351,137185.180186,6.00342159296,2049.32190956,3249.32190956,0.0
TestMissions,63.8396625346,182.43529178,380.649278691,7e063f84-c1c9-4b3a-b999-7955d4ebf852,2314.59126851,46979.6950213,8.07603785821,915.901368462,2115.90136846,1.0
TestMissions,53.4588053452,555.096785285,910.827096639,44554b38-4629-4393-907e-c8e74c92092a,8295.22944108,80430.5221476,9.91292330532,1684.53272624,2884.53272624,1.0
TestMissions,72.5706755895,128.233805702,178.094924305,a933a961-c400-4f31-bdb5-f219477c2cfa,1571.92205466,120386.175693,4.26411835727,1838.88183781,3038.88183781,1.0
TestMissions,49.5576769113,200.798865077,417.760190716,3ca000be-d92c-4759-8a5a-9e863b52f0fe,5276.69620693,45312.2183144,7.4823187086,1094.33297803,2294.33297803,1.0
